id,title,text,loc,hiking_url
376,新寮瀑布步道,新寮瀑布步道於宜蘭冬山中山村進入，沿著新寮溪溪谷溯源而 上，直至新寮瀑布。路程往返約1.5公里，約1小時可輕鬆完成，讓民眾有機會體驗當地豐富的自然資源、產業特色及人文風情。新寮溪發源於海拔980 公尺的新寮山， 因斷層地形發達，沿途形成10 座瀑布，新寮瀑布為最下層的一座；湍急的新寮溪自此向東流去，與涓細的舊寮溪匯流後形成宜蘭人的希望之河冬山河。,宜蘭縣冬山鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=376
377,鐵杉林自然步道,鐵杉林自然步道位處中海拔的針葉林、闊葉林過渡帶，因地勢高聳且面迎洋流，致水氣凝聚，終年雲霧瀰漫，宛如人間仙境，亦為太平山莊的水源地。來回約需2.5小時，沿途古木參天、蓊鬱蔽日、空氣氤氳。步道入口在太平山莊上方的原始森林公園後方，因此必經山莊的四百階中央階梯，兩旁植滿長年楓紅的紫葉槭，是條絕美的紅色隧道。途有密集的原始紅檜與扁柏，或俯或倒的巨木造就不少樹洞奇景，盤根錯節，姿態多端。,宜蘭縣大同鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=377
378,茂興懷舊步道,茂興懷舊步道起點為太平山蹦蹦車茂興月台站，沿舊蹦蹦車軌道整建，坡度平緩，全程有完善的休憩設施與導覽解說牌，遊客可選擇步道主線、上環線、下環線不同的路線搭配。這條日治時期興建的「古運材軌道」，蜿蜒於紅檜、扁柏、柳杉林間，步道兩旁則滿佈著耐溼蔭的小林木、蕨類與地被植物；沿途穿過林間、繞過山壁、越過水澗，而古樸的鐵軌與工寮遺跡則見證太平山林木盛產的歲月。,宜蘭縣大同鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=378
379,南澳古道,"步道位在南澳相金洋村，是泰雅族「大南澳古道系統」的前段三公里，以旃檀駐在所遺址為起點，循南澳南溪上溯至步道終點，山高水峻、人文生態資源豐富，沿途有吊橋遺址、警備道路基等遺跡。

傍著源頭為銅蘭山的南澳南溪而行，上游因激流沖刷形成鬼斧神工般的峽谷；下游趨緩，流經南澳鄉金洋村、武塔村至南澳村，匯合北溪注入太平洋。沿岸青山翠谷、綠水旖旎，景色秀麗。",宜蘭縣南澳鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=379
380,台灣山毛櫸步道,"台灣山毛櫸(Fagus)為冰河時期殘留台灣的孓遺植物，分佈範圍狹隘，族群量稀，為政府公告為珍稀植物。在這條步道中，可以盡情徜徉在山毛櫸原始林中，是多麼奢侈又享受的事。

山毛櫸步道有台灣最大面積的台灣山毛櫸原始純林，四季都有不同的風采，其中以秋天的金黃耀眼為最迷人，樹林之下盡是一片浪漫。步道前段依著昔日伐木鐵道，其中可看到片狀似千層派岩壁、苔蘚木樁道、紅檜林，還有工寮、里程碑、鐵軌、轉轍器等鐵道遺跡；步道後段才是山毛櫸的大本營，堅持到底的人就能獲得山毛櫸給予最美好的擁抱。

步道單程3.6公里需折返，為太平山森林遊樂區步道較長的一條。前段較為平坦但雨天多泥濘；2.5公里後坡度變化較大，去程多為下坡，回程為上坡。步道沿途可見殘留的銅纜、鐵道路基及轉轍器等林業遺跡，亦可觀察板岩岩壁、翠綠苔蘚、紅檜林、柳杉林、山櫻花林。終點的休閒平台可眺望銅山上臺灣最大面積的山毛櫸原始林，秋天黃葉耀金，常有遊客慕名而來。",宜蘭縣大同鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=380
381,林美石磐步道,"林美石磐步道有著低海拔亞熱帶溪谷的景色，步道沿舊水圳整建，現寬敞平緩好走、又不失幽幽古意；沿途生態豐富，樹林成蔭，潺潺流水，散發陣陣芬多精，走在其中清爽無比，非常適合闔家一起健行。

步道名稱是由「林美」與「石磐」兩個名字組成，「林美」是指礁溪鄉林美村，而「石磐」指的是石磐瀑布，因此在這條步道中沿途常見溪流瀑布、大小不一的水潭與峽谷地形，景色秀麗，有「宜蘭的小太魯閣」之稱。當陽光透過樹葉射在步道上時，光影迷人，時有樹蛙及昆蟲在葉片上休息，是一條可以呼吸到大自然生動氣息的野趣步道。

【備註】：林美石磐步道因邊坡整治工程，111年11月10日起~112年1月8日止，全線暫停開放。",宜蘭縣礁溪鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=381
382,聖母登山步道（抹茶山）,"聖母登山步道位於宜蘭縣礁溪鄉五峰旗瀑布風景區上方，為天主教徒的朝聖之路，亦是前往蘭陽五岳之一的三角崙山之中繼站。

終點的觀景平台是宜蘭與台北行政疆界，東臨蘭陽平原、西枕雪山山脈層巒疊翠；而稜線迎風面箭竹綠海隨風飄動、沙沙歌聲，美得讓人駐足忘返。
",宜蘭縣礁溪鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=382
383,朝陽步道,"朝陽步道位於宜蘭縣南澳出海口的龜山上，為一條設施完善又有教育意義的步道，在這兒，不但可以觀海、觀山，也可觀生態、觀動植物，並且在此獨立山頭遙想清朝、日治時期的開墾歲月。

步道是早年先民入山種植作物的主要山徑，沿途可由步步登高的四個觀景台俯瞰南澳漁港，遙望蘇花海岸、烏石鼻岬、定情湖、鴛鴦山、神秘海灘，一路有浪潮與海風陪伴，十分愜意；轉入樹林中則有另外一番景緻，除茂密的樟科、殼斗科植物外，並可以沿途閱讀林務局貼心規劃的「12生肖生態解說牌」，以生肖名字了解此地特有的植物，除此之外，還能欣賞難得一見的大頭茶純林及百年老梅樹。這2.2公里的步道豐富精緻，值得細細品味。",宜蘭縣蘇澳鎮,https://hiking.biji.co/index.php?q=trail&act=detail&id=383
384,奎壁山海底步道,"奎壁山海底步道位在澎湖縣湖西鄉北寮村，奎壁山東側沿岸與赤嶼之間的潮間帶，漲潮時整片淹沒水中，退潮時會逐漸露出一條S型的玄武岩步道，長約300公尺，海浪由左右兩個方向往中間的之字型步道交錯拍擊，彷彿是摩西出埃及時所劈開的紅海神蹟一般，這樣的奇景卻在北寮海邊天天上演！早期「奎壁聯輝」曾經是清朝澎湖舊八景之一，近年來成為遊客踏浪戲水、地質觀察和潮池生態探索的熱門據點，而赤嶼無人島的火山岩脈、橄欖石玄武岩、海蝕溝等地形也值得遊人親臨探訪。

沿著小路登上奎壁山山頂，從高處可俯瞰海岸美景和漁村風情，萬里無雲時能遠眺東海諸島；奎壁山同時也是賞日出和夜觀星的理想地點，若剛好遇到退潮，還能順登赤嶼欣賞日出，可搭配澎湖其他行程規劃一段向海借道的逐潮踏浪之旅。",澎湖縣湖西鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=384
385,金門太武山步道,"太武山在金門本島的東部，高262公尺，是金門的最高峰，也是小百岳之一。

1950年代後，整個太武山區多被劃為軍事禁區，山上除構築防禦工事，也有四通八達的坑道，另還有被視為金門地標的「毋忘在莒」刻石，隨著解嚴開放，這些都成為遊客去金門必遊覽的地方。現在走太武山，一般多從西邊的太武山公墓上（太武線），或是從東邊的屏東文康中心出發（屏東線），若接駁沒問題，建議也可以從太武山公墓縱走到屏東文康中心，需時都是2小時左右，但考量沿線可看的史蹟及風景不少，建議以半天的規劃為宜。","金門縣金沙鎮,金門縣金湖鎮",https://hiking.biji.co/index.php?q=trail&act=detail&id=385
386,螺山自然步道,"螺山步道位在馬祖北竿島的后沃村，本是當地居民早年採蚵、釣魚行走的小徑，但因風景秀麗，讓人有行至天涯海角的山海遼闊感，以是闢建成為步道，並和附近的「戰爭和平紀念公園」連成一大景區。

步道上以遭海風吹拂形成的風剪樹為特色，並有馬祖珍稀保育類的凹葉柃木（檳柃木），生態極為豐富。步道邊的海岸，馬祖特有的奇岩嶙峋也是一絕，狀似孔子揖禮的「海上孔子像」更讓人稱奇。步道不長，卻能遍覽山海勝景，許多朋友都認為這裡是除芹壁村以外，北竿最值得一遊的地方！",連江縣北竿鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=386
387,火炎山、南鞍古道O走,"火炎山是台灣北部少見的惡地，赭紅色的崩壁遠看像熊熊烈火正在燃燒，因此被稱為火炎山。這座入口很隱密的山擋在苑裡和三義之間，早年曾是平埔族人與客家人往返頻繁的拓墾及商業道路。

路過火炎山對許多人來說是稀鬆平常的事，但是真正走入山裡的人卻不多，不入火炎山焉知山有寶，實在可惜。走在步道上，不僅可以眺望大安溪谷，更引人注目的是眼前兩行幾乎垂直的礫質惡地。除了良好的展望之外，火炎山上還保有目前台灣最完整的馬尾松原生林，並且藏有多種瀕臨絕種的保育類野生動物。

擁有特殊地貌與稀有動植物的火炎山需要人們共同來守護，因此已被規畫為自然保護區，若要入山，請記得先向相關單位提出申請。",苗栗縣三義鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=387
388,牛埔農塘步道,"牛埔農塘位於台南市龍崎區境內，區內多屬黃砂土及青灰岩地質，在長期的地表沖蝕和溪流侵蝕作用之下，形成寸草不生的泥岩惡地，交錯排列於高低起伏的丘陵與溪谷中，同時衍生出下游的水土保持問題。

農委會水土保持局自民國八十七年起，採用生態工法綠化牛埔農塘，設置了六個解說教育站：「飲水思源」、「綻放綠洲」、「古色古香」、「生生不息」、「水中樓台」、「湖光山色」，讓民眾在賞景之餘同時能寓教於樂；區內還有尖山、環湖和戰鬥三條步道串連，讓原本荒涼如月世界的惡地，轉變成生機盎然的福地，其中的尖山步道會經過兩段泥岩稜線，可飽覽惡地裸岩和古人稱頌的「雁門煙雨」之美；環湖步道可俯瞰壩下芒花與泥岩相映成趣；而「水中樓台」則能體驗湖面高於台面之奇。

逛完園區還可順遊附近的龍船窩、虎形山公園、308高地和大地谷等景點，適合全家大小規劃成一個悠閒的惡地逢生之旅。",台南市龍崎區,https://hiking.biji.co/index.php?q=trail&act=detail&id=388
389,田寮月世界地景步道,「田寮月世界」廣泛分布在高雄市田寮區的崇德里、古亭里及內門區的瑞山里一帶，是全台最早聞名的「月世界」景觀勝地。為了讓更多人能親近這裡獨特的「惡地」地景，在崇德里的日月禪寺附近近來也舖設了參觀步道，計有「環湖步道」、「惡地步道」及「登月步道」，圍繞著山谷相連成環狀的路線，中間除經過「玉池」、「月池」、「天梯」及「弦月觀景台」等景點，還可遍覽「惡地」猶如月球表面的荒涼景色，再配合「月世界泥岩地質生態解說中心」的說明，很適合帶領全家來此進行一趟親子地質教育之旅。,高雄市田寮區,https://hiking.biji.co/index.php?q=trail&act=detail&id=389
390,漯底山自然公園步道,"漯底山自然公園位在高雄彌陀區的平原地帶，早期有幾座泥火山噴口，由地底噴出的泥漿在經年累月之下堆積出五座環立的小山頭，民國九十五年國軍砲兵撤出漯底山之後，轉由彌陀區公所整理成自然公園。

有別於臺灣其他的惡地風景區，這裡沒有高高的圍籬，能近距離觀察泥岩惡地和泥火山噴口，民眾可以深入營區、一探展望良好、改建成觀景台的砲台碉堡，俯瞰大、小崗山和彌陀街區，遠眺永安漁港、壽山和興達港，飽覽台灣海峽的海岸線風光，欣賞美麗的彌陀夕照，還有機會看到岡山機場軍機起降的英姿。由園區入口至觀星台經北橫和南橫步道環繞一圈，臺灣最靠近海濱的迷你版月世界即可盡收眼底！若時間充裕，也可結合附近的蔦松文化遺址、南寮漁港和永安濕地等景點，安排一趟包含泥岩惡地、飛機砲台、濱海溼地、史蹟文化的一日遊行程。",高雄市彌陀區,https://hiking.biji.co/index.php?q=trail&act=detail&id=390
391,雞冠山自然生態步道,"雞冠山又稱「麒麟尾」山，位在高雄燕巢區的金山里，因為山形極似雞冠，且特立於一片平地之上，因此成為燕巢最引人矚目的地標。受「差異侵蝕」形成的鋸齒狀稜線，遠望雖甚為陡峻，但高度並不高，且幾條親近的山徑也都平緩好走，只在接近雞冠最高處的山頭較為陡峭，需要拉繩小心攀上。

在雞冠山頭可以享受360度的快意鳥瞰，並遍覽附近燕巢月世界的惡地地形，堪稱賞心樂事。另外，步道沿途山林掩映，生態豐富，岩壁上還可以發現和壽山相同的瑚瑚礁地質，及不少貝類化石鑲嵌其間，充分顯現了燕巢當地滄海桑田的地質歷史，是條兼具自然生態及地質景觀之美的登山步道。於走完步道後，許多人也會順遊附近的烏山頂泥火山、（新）養女湖及（新）太陽谷，直接親近燕巢月世界的惡地地形。",高雄市燕巢區,https://hiking.biji.co/index.php?q=trail&act=detail&id=391
392,利吉惡地步道,"利吉惡地又稱為利吉月世界，台灣東部最有名的不毛之地非它莫屬。

利吉惡地巨大但是寸草不生、被刻劃得崎嶇不平的泥岩實在相當壯觀，無論從哪個角度看，都令人納悶怎麼會有這麼奇妙的景緻。這裡的泥岩質地鬆散，遭到侵蝕之後容易崩壞，所以地景隨時都在改變。每一次造訪利吉惡地，它都以不同的樣貌出場。

這個神奇的所在除了雄偉的景色以外，也是超讚並且活生生的地質教室，惡地特殊的成因更吸引許多學者聞名而來。",台東縣卑南鄉,https://hiking.biji.co/index.php?q=trail&act=detail&id=392
393,富士(坪)古道,"位於陽明山國家公園後山的富士古道又稱富士坪古道，因附近的大尖山為圓錐狀的火山遺跡，酷似日本的富士山，故以此命名，而大尖山麓的大草原，自然就被稱為富士坪了，日據時期，這一帶由於水草豐美，非常適合放牧，當地人常循著大尖山東南稜上山牧牛，所以也可稱為牛路古道或大尖古道。前半段路程稍陡，上稜之後坡度漸緩，不久即抵達石棚土地公和三處草原，沿途可見大尖池和被戲稱為「萬里長城」的牛堤遺跡，能遠眺野柳岬、基隆港和基隆山，近觀磺嘴山和大尖山，但這兩座屬於「磺嘴山生態保護區」的範圍，需事先申請始可進入。

附近有瑞泉、鹿堀坪、林市和榮潤等多條古道縱橫交錯，可視個人的喜好、時間和體力單挑一條細細品味，也可以串連數條一起走，炎夏時溯一段穿流其中的頭前溪與瑪鋉溪保證暑意全消，或在健行之後順遊金山、萬里一帶賞海景、吃海產，都是不錯的選擇。儘管知名度和交通的方便性不如擎天崗和魚路古道，但有山有水有草原景觀的富士古道始終保有一種質樸自然的況味，不失為一處尋幽踏青的好所在。",新北市萬里區,https://hiking.biji.co/index.php?q=trail&act=detail&id=393
394,大粗坑古道,"大粗坑古道是早期猴硐通往大粗坑和九份的聯絡道路，大粗坑是礦業聚落，擁有近百年的採金歷史，昔日九份別稱「小上海」，大粗坑則有「小美國」之稱，全盛時期曾有三千人居住在此，還設立了侯硐國小大山分校，便利大粗坑居民的子女就讀，如今繁華落盡，校舍和聚落皆已同成陳跡。

大粗坑古道多次整修之後，主要以花崗岩石階為主，可由侯硐車站經猴硐神社、舊侯硐國小、金字碑古道口和昇福坑礦場走入大粗坑古道；也可選擇從九份的欽賢國中這一端進入；還能驅車至102公路19K處的入口經路橋天梯直抵聚落遺址，交通十分便利。不僅能探訪名作家兼導演吳念真的故鄉和「多桑」、「戀戀風塵」等電影的拍攝場景，也可飽覽猴硐、九份和金瓜石等礦城的山海風光；意猶未盡者，還能連走金字碑古道、或經由小粗坑古道、大粗坑山腰古道返回出發點、亦或是從樹梅觀景台接貂山古道至牡丹車站，有各種不同的走法組合，無論是登山健行、礦城懷舊、山城賞芒、還是古道尋幽，都能從中獲得無限的感觸與滿足。",新北市瑞芳區,https://hiking.biji.co/index.php?q=trail&act=detail&id=394
395,觀音山北橫古道,"觀音山北橫古道本是觀音山東北側的牛寮埔及石壁腳聚落居民，昔日往來凌雲禪寺進香朝拜的道路。在牛寮埔、石壁腳下方的淡水河西岸居民，從前也由此繞過觀音山東側，經凌雲禪寺進入今日的五股一帶，也可說是古時觀音山左近八里及五股間居民的連絡道路。

由於靠近牛寮埔等聚落，古道邊多見昔日先民開發的遺跡。也因為鄰近觀音山，近年來岳界也多利用它作為環繞觀音山的登山路徑。但古道只在山腰上繞，並不直取山頭，所以多數路徑都乏人行走，仍保持著極原始的自然樣貌，很適合喜歡尋幽探密的朋友前往探訪。古道分五段，其間也有多條岔路可直攻觀音山，想攻山頭的朋友也可以藉這些小路逕行攻取。","新北市五股區,新北市八里區",https://hiking.biji.co/index.php?q=trail&act=detail&id=395
396,梅峰古道,"梅峰古道暗藏玄機，是一條十分有趣的步道。它位於嘉南平原與山脈交界的梅嶺地區，擁有良好的視野，可以遠眺嘉南平原及曾文水庫。

早年當地居民上山採集或下山購物經常往返於梅峰古道，如今飄香的百年老樟樹仍佇立在原地靜靜看著時代的變遷，步道沿途也開拓了綠油油的茶園，種植了聖誕紅、梅花和紫牡丹，甚至還復育了滿山的野百合，花兒依序綻放，無論在哪個季節造訪都會令人讚嘆。每年四至五月，古道搖身一變成為熱鬧的夜間舞台，螢火蟲開心地飛舞，遊客則快樂地觀賞著都市裡難得一見的景象。

走在步道上，別忘了低頭看看腳底下的石板。當地社區發展協會發揮巧思，在一塊塊的石板上刻了應景的歌詞和注意事項增添行走的趣味。下山前若有空閒，不妨也嘗嘗當地的名產，作為身心靈皆飽足行程的快樂結尾。",臺南市楠西區,https://hiking.biji.co/index.php?q=trail&act=detail&id=396
397,平溪中央尖登山步道,"要登上中央尖狹小的山頂，得克服重重難關，不但要走過大片裸露石壁旁的窄路，還要攀上讓人頭皮發麻、幾乎垂直的岩塊，對於有懼高症的人來說，是有點辛苦的路線。幸好沿途都已設置繩索和鋼釘，輔助遊客行走，並且帶來很大的安全感。

中央尖山頂沒有三角點，但是有絕佳的展望，可以清楚看到草山、半屏山、五分山、九份、菁桐、大屯山、甚至台北101。看著這麼棒的風景，吹著涼涼的風，讓人馬上忘了上山時的艱辛。但可別開心得太早，因為下山時還必須走過一段更勝皇帝殿的瘦稜，想試試膽量的人趕快來吧。",新北市平溪區,https://hiking.biji.co/index.php?q=trail&act=detail&id=397
398,神仙縱走(神桌山至仙山),"「神仙縱走」是苗栗縣境內熱門的登山連稜縱走路線，橫跨南庄、三灣、獅潭三鄉，通常由較高的仙山走向神桌山比較省力（順走），向北會經過大窩山、福南山、崩山、桃牛坪山等山頭；雖然海拔不高，卻有大山的氣勢，全程長達十多公里，約需八小時，應以中級山的難度看待。

途中會穿越如龍脊般的瘦稜、危崖、峭壁、巨石、密林、盤根、陡坡等地形，一路精彩刺激，有「神仙聖稜線」之稱。全程路徑大致清晰、路條充足，沿途設有救援樁的鐵牌，也有繩索和樹根可供攀扶；天氣晴朗時，還能在林間或山頂空曠處遠眺番子寮山、三尖山、鵝公髻山和加里山等峰峰相連到天邊的山巒美景。欲挑戰「神仙縱走」，除了要有足夠的體力和裝備之外，應提早出發、避免趕路和摸黑，才能充份享受神仙般攀岩走壁的逍遙快意。","苗栗縣三灣鄉,苗栗縣南庄鄉,苗栗縣獅潭鄉",https://hiking.biji.co/index.php?q=trail&act=detail&id=398
399,基隆山步道,"基隆山位於台灣的東北部，山雖不高，但在濱海地區雄踞一方，頗有大山的氣勢，名列台灣小百岳，也是九份的地標之一。

基隆山步道主線是陡峭的石階路，沿途有三個觀景平台和三座涼亭可供休息，山頂還有360度展望的觀景平台和一座天線基地台，可眺望鼻頭角、深澳漁港、金九聚落、八斗子、基隆港、和平島及基隆嶼一帶，無耳茶壺山、半平山、燦光寮山和南子吝山等名山皆歷歷在目；新建的支線步道設有兩處觀景平台，兩端可與主線會合，繞腰基隆山緩緩而上，提供遊客上下山的另一種途徑。基隆山在清代和日治時期分別以「奎山聚雨」和「雞山驟雨」入選為基隆八景之一，也是看日出、觀夜景、賞秋芒的絕佳地點。

下山之後，可就近至九份老街品嘗美食，或是連走「山尖古道」前往金瓜石的黃金博物園區、神社遺址、太子賓館和水湳洞等地遊玩，適合全家老少安排一趟「芒」裡偷閒之旅。",新北市瑞芳區,https://hiking.biji.co/index.php?q=trail&act=detail&id=399
400,無耳茶壺山步道,"在金瓜石群峰之間最容易被點名的非無耳茶壺山莫屬。這座造型奇特的山頭，貌如其名，長得就像一支沒有手把的茶壺，有時簡稱「茶壺山」，不過換個方位看，卻又像頭猛獅，所以也被稱作「獅子岩山」或「石獅山」。雖然高度不高，山頂腹地也不大，但是登上茶壺山後，四周的陰陽海、基隆山、水湳洞和金瓜石通通一覽無遺，如果想仔細看東北角海岸，這裡是絕佳的地點。

無耳茶壺山的每一步都有令人讚嘆的風景，沿途也設置許多涼亭，讓人在休息之餘，還能欣賞山與海的美。

每年秋冬是無耳茶壺山步道最熱門的季節，溫暖的陽光、微涼的氣息加上滿山遍野的芒花，套句村上春樹的名言：「如果沒有這種小確幸，人生只不過像乾巴巴的沙漠而已」。",新北市瑞芳區,https://hiking.biji.co/index.php?q=trail&act=detail&id=400
401,桃園虎頭山步道,"桃園的虎頭山成名已久，一直都是桃園地區著名的郊山步道，也曾列名「小百岳」之一。

山頭雖然不高，但緊鄰桃園市區，「虎頭山公園」因此成為市民運動休閒的重要場所。一些需要環境清幽的人文設施，如忠烈祠、孔廟、森林學堂也選址於此，更讓步道深具人文氣息。山頂稜線因為早年伐木，現在植被以五節芒最具優勢，秋末時芒花翻飛的景象也吸引了許多人前往欣賞。最好賞芒花的地點在「停機坪」周遭，賞芒的朋友不妨多在附近盤桓，停機坪及虎頭山三角點附近的小路，秋日都是極好的賞芒小徑。","桃園市桃園區,桃園市龜山區",https://hiking.biji.co/index.php?q=trail&act=detail&id=401
402,槓子寮砲台、槓子寮山步道(龍崗步道),"槓子寮砲台位於海洋大學、碧砂漁港正後方的山上，是基隆規模最大且保存最完整的砲台古蹟，遺跡包括崗哨、交誼廳、營舍、指揮所、碉堡、隧道、彈藥庫、機槍陣地、砲盤區、蓄水池等等，範圍廣闊、氣勢雄偉壯觀，被列為國家二級古蹟。天氣晴朗時，站在稜線上可遠眺八斗子海岸、碧砂漁港、基隆嶼、和平島、外木山及東北角等海天一色的迷人景致，還可順登附近的小百岳槓子寮山。

前往槓子寮砲台和槓子寮山主要有兩條途徑：一是開車由祥豐街轉立德路、經二信中學後直達；一是從海洋大學沿「龍崗步道」的環狀水泥小徑步行上山，雖經人為的開發，但具有流動的水域和潮溼溫暖的氣候，蘊育出多樣的物種環境，被譽為海洋大學的秘密花園，可說是一條兼顧自然生態、休閒遊憩與人文歷史的優質路線。","基隆市中正區,基隆市信義區",https://hiking.biji.co/index.php?q=trail&act=detail&id=402
403,二沙灣砲台步道(海門天險),"二沙灣砲台位於基隆市東岸碼頭附近的二沙灣山丘，營門使用傳統的中國城門作法以石塊砌成，一般多以其門額題字而通稱為「海門天險」。

如今所見的砲台遺址，為清法戰爭後台灣首任巡撫劉銘傳所重建，主要可分成：東砲台、北砲台和營盤三大區塊，東和北砲區建在較高的臨海山頭，有利於港口防禦，營盤區則位於背海面地勢較低處，不容易被敵人擊中，具有可攻可守的地理優勢，屬於「抱山式砲台」。現存有仿製的阿姆斯特朗大砲、克魯伯小砲、鑄鐵山砲、回字形半地下室彈藥庫、古井和古墓等供人遙想當年。

由於二沙灣砲台的位置正好面對基隆港，居高臨下，白米甕砲台、正濱漁港和光華燈塔等景點均一一映入眼簾，極具景觀和歷史價值，被列為國家一級古蹟。可順遊附近的中正公園、大佛禪寺、役政公園和十八羅漢洞等地，沿途飽覽山海古蹟之美。",基隆市中正區,https://hiking.biji.co/index.php?q=trail&act=detail&id=403
404,情人湖、大武崙砲台、大武崙山步道,"大武崙砲台佔地規模頗大、保存仍尚完整，被列為國家二級古蹟。砲台區位於大武崙山巔，地形居臨下，地勢險要；砲台位置的挑選、窗稜傾斜的方向、排水系統的規劃，再再都顯示出設計者細緻的用心，令人欽佩讚嘆。

沿著山徑行走約二、三分鐘可登大武崙山頂，山頂地勢平緩，視野超優。放眼望去八斗子、基隆港、外木山漁港、金山和萬里一覽無遺，美不勝收。

在大武崙山間，還有一個意想不到的驚喜，那就是情人湖公園。情人湖是基隆唯一的高地湖泊，碧綠的湖面映照出藍天白雲與青翠的山嶺，走在步道上欣賞山光水色好不愜意。公園內的吊橋、大風車和城堡觀景台更為這裡增添幾許風情，讓此處成為拍攝婚紗的好地點。",基隆市安樂區,https://hiking.biji.co/index.php?q=trail&act=detail&id=404
405,鹿堀坪古道,"鹿堀坪（或稱鹿窟坪）古道是昔日一條聯絡萬里與台北士林、關渡與內湖地區的越嶺道，為清末最後一條開闢的官道，屬淡基橫斷古道的東段，也是先民牧牛的路徑。整條古道依傍在頭前溪畔，是夏日戲水和溯溪愛好者的天堂，沿途林蔭茂密、溪水清澈、風景秀麗，途中有多條小徑通往溪谷，可順訪隱身於深壑之中的頭前溪瀑布（又名鹿堀坪瀑布），瀑布高約四公尺，下方清潭幽深。續行可抵達昔日的梯田區，如今已被高大茂密的芒草所取代，路旁會經過石棚土地公廟，還有山徑可攀登鹿堀坪山。

後段路徑錯綜複雜，能銜接磺嘴山、翠翠谷、擎天崗、大尖山和富士坪等等，還可串連附近的大坪古道、瑞泉古道、林市古道、富士（山腰）古道、鹿堀坪越嶺古道組合成不同的路線，由於標示並不明顯，建議初訪者抵達鹿堀坪芒草原後即原路折返，或是與熟悉路況的登山者同行，天氣不佳時也不宜前往，才能充份享受陽明山後山的水圳古道、深潭飛瀑與森林原野之美。",新北市萬里區,https://hiking.biji.co/index.php?q=trail&act=detail&id=405
406,灣潭古道,"灣潭古道沿著灣潭溪修築，坡度平緩，有5歲到99歲都適合到此一遊的封號。除了老少咸宜之外，灣潭古道也兼具療癒功能。古道沿途都有綠蔭遮蔽，潺潺水聲一路相伴，不時還能見到古意盎然的小巧廟宇和簡樸民宅，寧靜安詳的氣息讓人感到身心舒暢。

蜿蜒的古道也帶給人驚喜，轉個彎，就會發現碧綠的水潭，波紋盪漾，清澈見底，彷彿置身人間仙境，令人流連忘返。

古道所經區域是水源保護區，清清的溪水將會流入翡翠水庫，堪稱是台北市民的命脈。當我們到此遊時，也請一同保護這片珍貴的土地，只用相機帶走一幅幅美景，而不留下其他破壞的痕跡。","新北市雙溪區,新北市坪林區",https://hiking.biji.co/index.php?q=trail&act=detail&id=406
407,石空古道,"步入石空古道，外澳的沙灘、旅館、飛行傘一覽無遺，不過短短幾步路，已經讓人很期待接下來的旅程。

進入林蔭之後，潺潺的流水聲沿途相伴，路邊由紅磚和石碑組成的指標雖然簡樸卻別有一番韻味。繼續前進，將會遇到清澈誘人的水潭，不停下來洗洗手玩玩水實在太可惜了。

終於再次上路，不多久就會看到一個靜靜站立在樹林間的涼亭，剎那間彷彿來到拍攝古裝劇的現場，眼前浮現古人圍著奉茶桶交換各路情報的畫面。放下茶杯接著趕路，走著走著，瞥見路邊小小的廟宇，竟然也有著近百年的歲數，至今依然默默守護著過往行人，古道的確不枉虛名。

最後一站，來到空無一人的石空聚落，時光荏苒，風光不再之感油然而生。這真是一條既使人愉快又發人深省的神奇古道。",宜蘭縣頭城鎮,https://hiking.biji.co/index.php?q=trail&act=detail&id=407
408,鳥嘴山步道,"鳥嘴山步道位於新竹五峰鄉與苗栗南庄鄉的交界，通常由海拔1350公尺的鳥嘴山露營區起登是最輕鬆的方式，山徑雖陡（有拉繩），單程僅一公里即可登頂，山頂是一塊大空地，四周被樹林環繞，但過鳥嘴山之後，往左前行約一百公尺可到一處觀景台，天氣好時，可在此俯瞰苗栗南庄，遠望加里山、哈堪尼山、鹿場大山和大窩山的英姿，也有機會欣賞變幻的雲海和翻騰的雲瀑。

可提前先來展望絕佳的鳥嘴山營區露營，隔日一早在營地觀賞有大、小霸尖山等群山環繞的日出美景之後，再單攻鳥嘴山或續走小百岳鵝公髻山；體力和時間充裕者，也可以挑戰山友口中戲稱為「鵝比鳥大」的鵝公髻山、比林山、鳥嘴山和大窩山四山連走，或是前往清泉溫泉、霞喀羅古道、觀霧雪霸國家公園一遊，盡情享受被群巒和雲海包圍的山中歲月。","新竹縣五峰鄉,苗栗縣南庄鄉",https://hiking.biji.co/index.php?q=trail&act=detail&id=408
